MatchDate,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,country,neutral,HomeTeamCode,AwayTeamCode,FifaRankingUpdateDate,HomeTeamRating,AwayTeamRating
16/11/21,China PR,Australia,1,1,United Arab Emirates,TRUE,CHN,AUS,21/10/21,1334.2,1662
16/11/21,Vietnam,Saudi Arabia,0,1,Vietnam,FALSE,VIE,KSA,21/10/21,1222.9,1456
16/11/21,Oman,Japan,0,1,Oman,FALSE,OMA,JPN,21/10/21,1314.36,1269
16/11/21,Jamaica,United States,1,1,Jamaica,FALSE,JAM,USA,21/10/21,1407.72,1609
16/11/21,Canada,Mexico,2,1,Canada,FALSE,CAN,MEX,21/10/21,1432.34,951
16/11/21,Costa Rica,Honduras,2,1,Costa Rica,FALSE,CRC,HON,21/10/21,1439.61,1206
16/11/21,Finland,France,0,2,Finland,FALSE,FIN,FRA,21/10/21,1403.96,906
16/11/21,Wales,Belgium,1,1,Wales,FALSE,WAL,BEL,21/10/21,1566.77,1078
16/11/21,Netherlands,Norway,2,0,Netherlands,FALSE,NED,NOR,21/10/21,1652.01,1103
16/11/21,Bolivia,Uruguay,3,0,Bolivia,FALSE,BOL,URU,21/10/21,1309.75,1040
16/11/21,Argentina,Brazil,0,0,Argentina,FALSE,ARG,BRA,21/10/21,1738.79,1411
16/11/21,Chile,Ecuador,0,2,Chile,FALSE,CHI,ECU,21/10/21,1546.26,1155
4/12/2021,El Salvador,Ecuador,1,1,United States,TRUE,SLV,ECU,19/11/21,1350.63,1755
8/12/2021,Mexico,Chile,2,2,United States,TRUE,MEX,CHI,19/11/21,1638.76,1614
18/12/21,United States,Bosnia and Herzegovina,1,0,United States,FALSE,USA,BIH,19/11/21,1647.14,1559
5/1/2022,Algeria,Ghana,3,0,Qatar,TRUE,ALG,GHA,23/12/21,1516.51,1362
9/1/2022,Cameroon,Burkina Faso,2,1,Cameroon,FALSE,CMR,BFA,23/12/21,1437.35,1415.99
10/1/2022,Senegal,Zimbabwe,1,0,Cameroon,TRUE,SEN,ZIM,23/12/21,1561.68,1555.42
10/1/2022,Morocco,Ghana,1,0,Cameroon,TRUE,MAR,GHA,23/12/21,1529.93,1273.28
12/1/2022,Tunisia,Mali,0,1,Cameroon,TRUE,TUN,MLI,23/12/21,1512.72,1462.65
13/01/22,Cameroon,Ethiopia,4,1,Cameroon,FALSE,CMR,ETH,23/12/21,1437.35,1523.42
14/01/22,Senegal,Guinea,0,0,Cameroon,TRUE,SEN,GUI,23/12/21,1561.68,1570.36
14/01/22,Morocco,Comoros,2,0,Cameroon,TRUE,MAR,COM,23/12/21,1529.93,1631.55
14/01/22,Gabon,Ghana,1,1,Cameroon,TRUE,GAB,GHA,23/12/21,1262,1441.43
15/01/22,South Korea,Iceland,5,1,Turkey,TRUE,KOR,ISL,23/12/21,1507.24,1418.7
16/01/22,Tunisia,Mauritania,4,0,Cameroon,TRUE,TUN,MTN,23/12/21,1512.72,911.05
17/01/22,Cameroon,Cape Verde,1,1,Cameroon,FALSE,CMR,CPV,23/12/21,1437.35,1072
18/01/22,Malawi,Senegal,0,0,Cameroon,TRUE,MWI,SEN,23/12/21,1127.21,1476.02
18/01/22,Gabon,Morocco,2,2,Cameroon,TRUE,GAB,MAR,23/12/21,1262,1569.52
18/01/22,Ghana,Comoros,2,3,Cameroon,TRUE,GHA,COM,23/12/21,1428.97,1457.49
20/01/22,South Korea,Moldova,4,0,Turkey,TRUE,KOR,MDA,23/12/21,1507.24,1184.36
20/01/22,Gambia,Tunisia,1,0,Cameroon,TRUE,GAM,TUN,23/12/21,1049.74,1404.87
23/01/22,Nigeria,Tunisia,0,1,Cameroon,TRUE,NGA,TUN,23/12/21,1478.78,1666.12
24/01/22,Cameroon,Comoros,2,1,Cameroon,FALSE,CMR,COM,23/12/21,1437.35,1413.01
25/01/22,Morocco,Malawi,2,1,Cameroon,TRUE,MAR,MWI,23/12/21,1529.93,1280.15
25/01/22,Senegal,Cape Verde,2,0,Cameroon,TRUE,SEN,CPV,23/12/21,1561.68,1376.65
27/01/22,Jamaica,Mexico,1,2,Jamaica,FALSE,JAM,MEX,23/12/21,1412.13,1362.09
27/01/22,United States,El Salvador,1,0,United States,FALSE,USA,SLV,23/12/21,1648.51,1070.54
27/01/22,Honduras,Canada,0,2,Honduras,FALSE,HON,CAN,23/12/21,1332.16,1106.51
27/01/22,Costa Rica,Panama,1,0,Costa Rica,FALSE,CRC,PAN,23/12/21,1437.43,1340.56
27/01/22,Lebanon,South Korea,0,1,Lebanon,FALSE,LBN,KOR,23/12/21,1233,1605.75
27/01/22,Iran,Iraq,1,0,Iran,FALSE,IRN,IRQ,23/12/21,1557.58,1404.87
27/01/22,Japan,China PR,2,0,Japan,FALSE,JPN,CHN,23/12/21,1531.53,1449.23
27/01/22,Australia,Vietnam,4,0,Australia,FALSE,AUS,VIE,23/12/21,1484.88,1259.51
27/01/22,Saudi Arabia,Oman,1,0,Saudi Arabia,FALSE,KSA,OMA,23/12/21,1434.71,1081.66
27/01/22,Ecuador,Brazil,1,1,Ecuador,FALSE,ECU,BRA,23/12/21,1448.27,1432.65
27/01/22,Paraguay,Uruguay,0,1,Paraguay,FALSE,PAR,URU,23/12/21,1454.52,1078.48
27/01/22,Chile,Argentina,1,2,Chile,FALSE,CHI,ARG,23/12/21,1543.42,1151.1
29/01/22,Burkina Faso,Tunisia,1,0,Cameroon,TRUE,BFA,TUN,23/12/21,1397.64,1499.52
29/01/22,Cameroon,Gambia,2,0,Cameroon,FALSE,CMR,GAM,23/12/21,1437.35,1301.51
30/01/22,Egypt,Morocco,2,1,Cameroon,TRUE,EGY,MAR,23/12/21,1451.77,1487.16
30/01/22,Senegal,Equatorial Guinea,3,1,Cameroon,TRUE,SEN,EQG,23/12/21,1561.68,1339.03
30/01/22,Canada,United States,2,0,Canada,FALSE,CAN,USA,23/12/21,1462.32,1425.26
30/01/22,Mexico,Costa Rica,0,0,Mexico,FALSE,MEX,CRC,23/12/21,1638.3,1415.99
1/2/2022,Iran,United Arab Emirates,1,0,Iran,FALSE,IRN,UAE,23/12/21,1557.58,1330.16
1/2/2022,Syria,South Korea,0,2,United Arab Emirates,TRUE,SYR,KOR,23/12/21,1268.54,1102.84
1/2/2022,Japan,Saudi Arabia,2,0,Japan,FALSE,JPN,KSA,23/12/21,1531.53,1089.43
1/2/2022,Oman,Australia,2,2,Oman,FALSE,OMA,AUS,23/12/21,1306.01,1511.88
1/2/2022,Uruguay,Venezuela,4,1,Uruguay,FALSE,URU,VEN,23/12/21,1596.66,1641.95
1/2/2022,Argentina,Colombia,1,0,Argentina,FALSE,ARG,COL,23/12/21,1750.51,1639.08
1/2/2022,Peru,Ecuador,1,1,Peru,FALSE,PER,ECU,23/12/21,1551.15,1742.65
1/2/2022,Brazil,Paraguay,4,0,Brazil,FALSE,BRA,PAR,23/12/21,1826.35,1283.36
2/2/2022,Burkina Faso,Senegal,1,3,Cameroon,TRUE,BFA,SEN,23/12/21,1397.64,1423.4
2/2/2022,United States,Honduras,3,0,United States,FALSE,USA,HON,23/12/21,1648.51,853.07
2/2/2022,Jamaica,Costa Rica,0,1,Jamaica,FALSE,JAM,CRC,23/12/21,1412.13,1457.49
2/2/2022,El Salvador,Canada,0,2,El Salvador,FALSE,SLV,CAN,23/12/21,1349.47,1499.52
2/2/2022,Mexico,Panama,1,0,Mexico,FALSE,MEX,PAN,23/12/21,1638.3,1486.69
3/2/2022,Cameroon,Egypt,0,0,Cameroon,FALSE,CMR,EGY,23/12/21,1437.35,1020.27
5/2/2022,Cameroon,Burkina Faso,3,3,Cameroon,FALSE,CMR,BFA,23/12/21,1437.35,1340.56
6/2/2022,Senegal,Egypt,0,0,Cameroon,TRUE,SEN,EGY,23/12/21,1561.68,1397.77
24/03/22,Mexico,United States,0,0,Mexico,FALSE,MEX,USA,10/2/2022,1647.9,1361.21
24/03/22,Costa Rica,Canada,1,0,Costa Rica,FALSE,CRC,CAN,10/2/2022,1464.06,1392.9
24/03/22,South Korea,Iran,2,0,South Korea,FALSE,KOR,IRN,10/2/2022,1522.85,1606.21
24/03/22,China PR,Saudi Arabia,1,1,United Arab Emirates,TRUE,CHN,KSA,10/2/2022,1313.81,1410.82
24/03/22,Australia,Japan,0,2,Australia,FALSE,AUS,JPN,10/2/2022,1486.86,1783.38
24/03/22,Brazil,Chile,4,0,Brazil,FALSE,BRA,CHI,10/2/2022,1823.42,1256.08
24/03/22,Paraguay,Ecuador,3,1,Paraguay,FALSE,PAR,ECU,10/2/2022,1440.53,1514.64
24/03/22,Uruguay,Peru,1,0,Uruguay,FALSE,URU,PER,10/2/2022,1614.05,1605.75
24/03/22,Portugal,Turkey,3,1,Portugal,FALSE,POR,TUR,10/2/2022,1660.25,1500.71
24/03/22,Wales,Austria,2,1,Wales,FALSE,WAL,AUT,10/2/2022,1578.01,1413.01
24/03/22,Hungary,Serbia,0,1,Hungary,FALSE,HUN,SRB,10/2/2022,1465.62,1475.24
24/03/22,Scotland,Poland,1,1,Scotland,FALSE,SCO,POL,10/2/2022,1471.82,1569.81
25/03/22,Cameroon,Algeria,0,1,Cameroon,FALSE,CMR,ALG,10/2/2022,1480.82,1569.52
25/03/22,DR Congo,Morocco,1,1,DR Congo,FALSE,COD,MAR,10/2/2022,1369.53,1251.63
25/03/22,Egypt,Senegal,1,0,Egypt,FALSE,EGY,SEN,10/2/2022,1497.05,1352.82
25/03/22,Ghana,Nigeria,0,0,Ghana,FALSE,GHA,NGA,10/2/2022,1381.45,1280.99
25/03/22,Mali,Tunisia,0,1,Mali,FALSE,MLI,TUN,10/2/2022,1446.49,1290.62
25/03/22,Argentina,Venezuela,3,0,Argentina,FALSE,ARG,VEN,10/2/2022,1766.99,1400.94
25/03/22,France,Ivory Coast,2,1,France,FALSE,FRA,CIV,10/2/2022,1786.15,1666.12
26/03/22,Croatia,Slovenia,1,1,Qatar,TRUE,CRO,SVN,10/2/2022,1620.74,1757.3
26/03/22,England,Switzerland,2,1,England,FALSE,ENG,SUI,10/2/2022,1755.52,1570.36
26/03/22,Germany,Israel,2,0,Germany,FALSE,GER,ISR,10/2/2022,1648.33,1606.21
26/03/22,Netherlands,Denmark,4,2,Netherlands,FALSE,NED,DEN,10/2/2022,1653.73,1783.38
26/03/22,Qatar,Bulgaria,2,1,Qatar,FALSE,QAT,BUL,10/2/2022,1437.91,1523.42
26/03/22,Republic of Ireland,Belgium,2,2,Republic of Ireland,FALSE,IRL,BEL,10/2/2022,1444.29,1511.88
26/03/22,Spain,Albania,2,1,Spain,FALSE,ESP,ALB,10/2/2022,1704.75,1458.81
27/03/22,El Salvador,Costa Rica,1,2,El Salvador,FALSE,SLV,CRC,10/2/2022,1346.04,1441.43
27/03/22,Canada,Jamaica,4,0,Canada,FALSE,CAN,JAM,10/2/2022,1497.82,1639.08
27/03/22,Honduras,Mexico,0,1,Honduras,FALSE,HON,MEX,10/2/2022,1303.96,1549.87
27/03/22,United States,Panama,5,1,United States,FALSE,USA,PAN,10/2/2022,1643.34,1757.3
29/03/22,Algeria,Cameroon,1,2,Algeria,FALSE,ALG,CMR,10/2/2022,1460.93,1666.12
29/03/22,Morocco,DR Congo,4,1,Morocco,FALSE,MAR,COD,10/2/2022,1547.42,1570.36
29/03/22,Nigeria,Ghana,1,1,Nigeria,FALSE,NGA,GHA,10/2/2022,1509.91,1505.05
29/03/22,Senegal,Egypt,1,0,Senegal,FALSE,SEN,EGY,10/2/2022,1587.78,1413.01
29/03/22,Tunisia,Mali,0,0,Tunisia,FALSE,TUN,MLI,10/2/2022,1489.92,1462.65
29/03/22,Iran,Lebanon,2,0,Iran,FALSE,IRN,LBN,10/2/2022,1572.89,1783.38
29/03/22,United Arab Emirates,South Korea,1,0,United Arab Emirates,FALSE,UAE,KOR,10/2/2022,1353.1,1374.73
29/03/22,Japan,Vietnam,1,1,Japan,FALSE,JPN,VIE,10/2/2022,1549.82,1569.52
29/03/22,Saudi Arabia,Australia,1,0,Saudi Arabia,FALSE,KSA,AUS,10/2/2022,1433.95,1476.02
29/03/22,Ecuador,Argentina,1,1,Ecuador,FALSE,ECU,ARG,10/2/2022,1458.63,1605.75
29/03/22,Bolivia,Brazil,0,4,Bolivia,FALSE,BOL,BRA,10/2/2022,1308.12,1458.81
29/03/22,Chile,Uruguay,0,2,Chile,FALSE,CHI,URU,10/2/2022,1543.16,1475.24
29/03/22,Poland,Sweden,2,0,Poland,FALSE,POL,SWE,10/2/2022,1530.62,1549.87
29/03/22,Portugal,North Macedonia,2,0,Portugal,FALSE,POR,MKD,10/2/2022,1660.25,1468.75
29/03/22,Belgium,Burkina Faso,3,0,Belgium,FALSE,BEL,BFA,10/2/2022,1828.45,1757.3
29/03/22,Croatia,Bulgaria,2,1,Qatar,TRUE,CRO,BUL,10/2/2022,1620.74,1511.88
29/03/22,Denmark,Serbia,3,0,Denmark,FALSE,DEN,SRB,10/2/2022,1654.54,1600.66
29/03/22,England,Ivory Coast,3,0,England,FALSE,ENG,CIV,10/2/2022,1755.52,1639.08
29/03/22,France,South Africa,5,0,Algeria,TRUE,FRA,RSA,10/2/2022,1786.15,1631.55
29/03/22,Netherlands,Germany,1,1,Netherlands,FALSE,NED,GER,10/2/2022,1653.73,1458.81
29/03/22,Qatar,Slovenia,0,0,Qatar,FALSE,QAT,SVN,10/2/2022,1437.91,1666.12
29/03/22,Spain,Iceland,5,0,Spain,FALSE,ESP,ISL,10/2/2022,1704.75,1413.01
29/03/22,Switzerland,Kosovo,1,1,Switzerland,FALSE,SUI,KOS,10/2/2022,1642.83,1648.13
29/03/22,Wales,Czech Republic,1,1,Wales,FALSE,WAL,CZE,10/2/2022,1578.01,1606.21
30/03/22,Mexico,El Salvador,2,0,Mexico,FALSE,MEX,SLV,10/2/2022,1647.9,1300.11
30/03/22,Costa Rica,United States,2,0,Costa Rica,FALSE,CRC,USA,10/2/2022,1464.06,1476.02
30/03/22,Panama,Canada,1,0,Panama,FALSE,PAN,CAN,10/2/2022,1375.56,1609.12
27/04/22,Mexico,Guatemala,0,0,United States,TRUE,MEX,GUA,31/03/22,1658.82,1321.97
28/05/22,Mexico,Nigeria,2,1,United States,TRUE,MEX,NGA,31/03/22,1658.82,1648.13
1/6/2022,Ghana,Madagascar,3,0,Ghana,FALSE,GHA,MAD,31/03/22,1387.36,1642.06
1/6/2022,Poland,Wales,2,1,Poland,FALSE,POL,WAL,31/03/22,1544.2,1569.52
1/6/2022,Australia,Jordan,2,1,Qatar,TRUE,AUS,JOR,31/03/22,1462.29,1631.55
1/6/2022,United States,Morocco,3,0,United States,FALSE,USA,MAR,31/03/22,1633.72,1686.78
2/6/2022,Tunisia,Equatorial Guinea,4,0,Tunisia,FALSE,TUN,EQG,31/03/22,1499.8,1487.16
2/6/2022,Czech Republic,Switzerland,2,1,Czech Republic,FALSE,CZE,SUI,31/03/22,1500.62,1600.66
2/6/2022,Spain,Portugal,1,1,Spain,FALSE,ESP,POR,31/03/22,1709.19,1413.01
2/6/2022,Serbia,Norway,0,1,Serbia,FALSE,SRB,NOR,31/03/22,1547.53,1341.24
2/6/2022,Ecuador,Nigeria,1,0,United States,TRUE,ECU,NGA,31/03/22,1452.63,1511.88
2/6/2022,Japan,Paraguay,4,1,Japan,FALSE,JPN,PAR,31/03/22,1553.44,1600.66
2/6/2022,South Korea,Brazil,1,5,South Korea,FALSE,KOR,BRA,31/03/22,1519.54,1648.13
2/6/2022,Mexico,Uruguay,0,3,United States,TRUE,MEX,URU,31/03/22,1658.82,1631.55
3/6/2022,Croatia,Austria,0,3,Croatia,FALSE,CRO,AUT,31/03/22,1621.11,1641.95
3/6/2022,France,Denmark,1,2,France,FALSE,FRA,DEN,31/03/22,1789.85,1642.06
3/6/2022,Belgium,Netherlands,1,4,Belgium,FALSE,BEL,NED,31/03/22,1827,1449.79
4/6/2022,Senegal,Benin,3,1,Senegal,FALSE,SEN,BEN,31/03/22,1584.16,1567.29
4/6/2022,Hungary,England,1,0,Hungary,FALSE,HUN,ENG,31/03/22,1466.08,1507.19
4/6/2022,Italy,Germany,1,1,Italy,FALSE,ITA,GER,31/03/22,1723.31,1427.04
5/6/2022,Wales,Ukraine,1,0,Wales,FALSE,WAL,UKR,31/03/22,1588.08,1105.62
5/6/2022,Central African Republic,Ghana,1,1,Angola,TRUE,CTA,GHA,31/03/22,1122.08,1429.44
5/6/2022,Botswana,Tunisia,0,0,Botswana,FALSE,BOT,TUN,31/03/22,1051.59,1401.57
5/6/2022,Portugal,Switzerland,4,0,Portugal,FALSE,POR,SUI,31/03/22,1674.78,1424.77
5/6/2022,Czech Republic,Spain,2,2,Czech Republic,FALSE,CZE,ESP,31/03/22,1500.62,1637.48
5/6/2022,Serbia,Slovenia,4,1,Serbia,FALSE,SRB,SVN,31/03/22,1547.53,1594.36
5/6/2022,Argentina,Estonia,5,0,Spain,TRUE,ARG,EST,31/03/22,1765.13,1147.87
5/6/2022,Mexico,Ecuador,0,0,United States,TRUE,MEX,ECU,31/03/22,1658.82,1354.51
5/6/2022,Saudi Arabia,Colombia,0,1,Spain,TRUE,KSA,COL,31/03/22,1444.69,1302.75
5/6/2022,United States,Uruguay,0,0,United States,FALSE,USA,URU,31/03/22,1633.72,1305.01
6/6/2022,Austria,Denmark,1,2,Austria,FALSE,AUT,DEN,31/03/22,1500.37,1352.68
6/6/2022,Croatia,France,1,1,Croatia,FALSE,CRO,FRA,31/03/22,1621.11,1260.85
6/6/2022,South Korea,Chile,2,0,South Korea,FALSE,KOR,CHI,31/03/22,1519.54,1680.44
6/6/2022,Japan,Brazil,0,1,Japan,FALSE,JPN,BRA,31/03/22,1553.44,1822.34
7/6/2022,Senegal,Rwanda,1,0,Senegal,FALSE,SEN,RWA,31/03/22,1584.16,1752.83
7/6/2022,Germany,England,1,1,Germany,FALSE,GER,ENG,31/03/22,1650.53,1359.83
8/6/2022,Wales,Netherlands,1,2,Wales,FALSE,WAL,NED,31/03/22,1588.08,1613.29
8/6/2022,Belgium,Poland,6,1,Belgium,FALSE,BEL,POL,31/03/22,1827,1483.49
9/6/2022,Burundi,Cameroon,0,1,Tanzania,TRUE,BDI,CMR,31/03/22,1080.62,1634.63
9/6/2022,Morocco,South Africa,2,1,Morocco,FALSE,MAR,RSA,31/03/22,1551.88,1714.43
9/6/2022,Portugal,Czech Republic,2,0,Portugal,FALSE,POR,CZE,31/03/22,1674.78,1797.67
9/6/2022,Switzerland,Spain,0,1,Switzerland,FALSE,SUI,ESP,31/03/22,1635.32,1377.79
9/6/2022,Sweden,Serbia,0,1,Sweden,FALSE,SWE,SRB,31/03/22,1584.77,1647.75
9/6/2022,Saudi Arabia,Venezuela,0,1,Spain,TRUE,KSA,VEN,31/03/22,1444.69,1449.79
10/6/2022,Austria,France,1,1,Austria,FALSE,AUT,FRA,31/03/22,1500.37,1423.06
10/6/2022,Denmark,Croatia,0,1,Denmark,FALSE,DEN,CRO,31/03/22,1653.6,1105.2
10/6/2022,South Korea,Paraguay,2,2,South Korea,FALSE,KOR,PAR,31/03/22,1519.54,1153.5
11/6/2022,England,Italy,0,0,England,FALSE,ENG,ITA,31/03/22,1761.71,1079.41
11/6/2022,Hungary,Germany,1,1,Hungary,FALSE,HUN,GER,31/03/22,1466.08,1661.51
11/6/2022,Wales,Belgium,1,1,Wales,FALSE,WAL,BEL,31/03/22,1588.08,1238.59
11/6/2022,Netherlands,Poland,2,2,Netherlands,FALSE,NED,POL,31/03/22,1658.66,1761.77
11/6/2022,Ecuador,Cape Verde,1,0,United States,TRUE,ECU,CPV,31/03/22,1452.63,1642.28
11/6/2022,Uruguay,Panama,5,0,Uruguay,FALSE,URU,PAN,31/03/22,1635.73,1363.03
12/6/2022,Spain,Czech Republic,2,0,Spain,FALSE,ESP,CZE,31/03/22,1709.19,1594.36
12/6/2022,Switzerland,Portugal,1,0,Switzerland,FALSE,SUI,POR,31/03/22,1635.32,1264.06
12/6/2022,Slovenia,Serbia,2,2,Slovenia,FALSE,SVN,SRB,31/03/22,1378.23,1744.67
12/6/2022,Iran,Algeria,1,2,Qatar,TRUE,IRN,ALG,31/03/22,1564.49,1567.29
13/06/22,Australia,Peru,0,0,Qatar,TRUE,AUS,PER,31/03/22,1462.29,1492.65
13/06/22,Morocco,Liberia,2,0,Morocco,FALSE,MAR,LBR,31/03/22,1551.88,1031.64
13/06/22,Denmark,Austria,2,0,Denmark,FALSE,DEN,AUT,31/03/22,1653.6,1516.27
13/06/22,France,Croatia,0,1,France,FALSE,FRA,CRO,31/03/22,1789.85,1273.67
14/06/22,Costa Rica,New Zealand,1,0,Qatar,TRUE,CRC,NZL,31/03/22,1503.09,1557.81
14/06/22,England,Hungary,0,4,England,FALSE,ENG,HUN,31/03/22,1761.71,1285.94
14/06/22,Germany,Italy,5,2,Germany,FALSE,GER,ITA,31/03/22,1650.53,1658.29
14/06/22,Netherlands,Wales,3,2,Netherlands,FALSE,NED,WAL,31/03/22,1658.66,1399.35
14/06/22,Poland,Belgium,0,1,Poland,FALSE,POL,BEL,31/03/22,1544.2,1410.65
14/06/22,South Korea,Egypt,4,1,South Korea,FALSE,KOR,EGY,31/03/22,1519.54,1420.61
